<<<<<<< HEAD
Date,Open,High,Low,Close,Adj Close,Volume,Ticker
4/1/2016,94.639999,95.110001,94.330002,94.620003,94.620003,0,dollar
4/3/2016,null,null,null,null,null,null,dollar
4/4/2016,94.620003,94.830002,94.410004,94.510002,94.510002,0,dollar
4/5/2016,94.57,94.980003,94.449997,94.629997,94.629997,0,dollar
4/6/2016,94.589996,95.07,94.239998,94.43,94.43,0,dollar
4/7/2016,94.480003,94.669998,94.019997,94.480003,94.480003,0,dollar
4/8/2016,94.540001,94.68,94.089996,94.239998,94.239998,0,dollar
4/10/2016,null,null,null,null,null,null,dollar
4/11/2016,94.190002,94.339996,93.75,93.949997,93.949997,0,dollar
4/12/2016,93.970001,94.389999,93.629997,93.959999,93.959999,0,dollar
4/13/2016,94.050003,94.849998,94,94.739998,94.739998,0,dollar
4/14/2016,94.809998,95.199997,94.68,94.900002,94.900002,0,dollar
4/15/2016,94.940002,95.050003,94.510002,94.699997,94.699997,0,dollar
4/17/2016,null,null,null,null,null,null,dollar
4/18/2016,94.699997,94.830002,94.379997,94.489998,94.489998,0,dollar
4/19/2016,94.489998,94.550003,93.93,93.980003,93.980003,0,dollar
4/20/2016,94.129997,94.589996,93.940002,94.489998,94.489998,0,dollar
4/21/2016,94.529999,94.699997,93.919998,94.599998,94.599998,0,dollar
4/22/2016,94.620003,95.199997,94.470001,95.120003,95.120003,0,dollar
4/24/2016,null,null,null,null,null,null,dollar
4/25/2016,95.110001,95.110001,94.68,94.839996,94.839996,0,dollar
4/26/2016,94.779999,94.809998,94.209999,94.57,94.57,0,dollar
4/27/2016,94.529999,94.800003,94.150002,94.389999,94.389999,0,dollar
4/28/2016,94.379997,94.580002,93.690002,93.760002,93.760002,0,dollar
4/29/2016,93.800003,93.800003,93.010002,93.080002,93.080002,0,dollar
5/1/2016,null,null,null,null,null,null,dollar
5/2/2016,93.019997,93.07,92.540001,92.629997,92.629997,0,dollar
5/3/2016,92.599998,92.989998,91.919998,92.940002,92.940002,0,dollar
5/4/2016,92.980003,93.360001,92.849998,93.18,93.18,0,dollar
5/5/2016,93.220001,93.860001,93.169998,93.779999,93.779999,0,dollar
5/6/2016,93.739998,93.959999,93.279999,93.889999,93.889999,0,dollar
5/8/2016,null,null,null,null,null,null,dollar
5/9/2016,93.830002,94.199997,93.800003,94.150002,94.150002,0,dollar
5/10/2016,94.129997,94.360001,94.029999,94.290001,94.290001,0,dollar
5/11/2016,94.260002,94.260002,93.68,93.82,93.82,0,dollar
5/12/2016,93.849998,94.190002,93.800003,94.139999,94.139999,0,dollar
5/13/2016,94.129997,94.849998,94.120003,94.610001,94.610001,0,dollar
5/15/2016,null,null,null,null,null,null,dollar
5/16/2016,94.57,94.68,94.400002,94.57,94.57,0,dollar
5/17/2016,94.57,94.709999,94.330002,94.550003,94.550003,0,dollar
5/18/2016,94.57,95.269997,94.529999,95.080002,95.080002,0,dollar
5/19/2016,95.139999,95.5,95.120003,95.290001,95.290001,0,dollar
5/20/2016,95.290001,95.459999,95.169998,95.309998,95.309998,0,dollar
5/22/2016,null,null,null,null,null,null,dollar
5/23/2016,95.290001,95.480003,95.099998,95.230003,95.230003,0,dollar
5/24/2016,95.260002,95.660004,95.199997,95.57,95.57,0,dollar
5/25/2016,95.620003,95.660004,95.330002,95.349998,95.349998,0,dollar
5/26/2016,95.419998,95.419998,94.940002,95.169998,95.169998,0,dollar
5/27/2016,95.139999,95.779999,95.080002,95.519997,95.519997,0,dollar
5/29/2016,null,null,null,null,null,null,dollar
5/31/2016,95.660004,95.889999,95.459999,95.889999,95.889999,0,dollar
6/1/2016,95.82,95.900002,95.339996,95.459999,95.459999,0,dollar
6/2/2016,95.43,95.589996,95.150002,95.559998,95.559998,0,dollar
6/3/2016,95.550003,95.639999,93.870003,94.029999,94.029999,0,dollar
6/5/2016,null,null,null,null,null,null,dollar
6/6/2016,93.870003,94.269997,93.75,93.900002,93.900002,0,dollar
6/7/2016,94.010002,94.089996,93.75,93.830002,93.830002,0,dollar
6/8/2016,93.860001,93.870003,93.43,93.589996,93.589996,0,dollar
